mc_trial,method,variant,precision,recall,f1,accuracy,tp,tn,fp,fn
9,depth.RP,raw,0.37777777777777777,0.7555555555555555,0.5037037037037037,0.7766666666666666,34,199,56,11
9,depth.RPD,raw,0.6153846153846154,0.8888888888888888,0.7272727272727274,0.9,40,230,25,5
9,WICMAD,raw,1.0,0.9777777777777777,0.9887640449438202,0.9966666666666667,44,255,0,1
9,WICMAD,deriv,0.3333333333333333,0.022222222222222223,0.04166666666666667,0.8466666666666667,1,253,2,44
10,depth.FM,raw,0.1735159817351598,0.8444444444444444,0.2878787878787879,0.37333333333333335,38,74,181,7
10,depth.mode,raw,0.9148936170212766,0.9555555555555556,0.9347826086956522,0.98,43,251,4,2
10,depth.RT,raw,0.6981132075471698,0.8222222222222222,0.7551020408163266,0.92,37,239,16,8
10,depth.RP,raw,0.2695035460992908,0.8444444444444444,0.4086021505376344,0.6333333333333333,38,152,103,7
10,depth.RPD,raw,0.76,0.8444444444444444,0.8,0.9366666666666666,38,243,12,7
10,WICMAD,raw,1.0,1.0,1.0,1.0,45,255,0,0
10,WICMAD,deriv,1.0,0.044444444444444446,0.0851063829787234,0.8566666666666667,2,255,0,43
11,depth.FM,raw,0.1858974358974359,0.6444444444444445,0.2885572139303483,0.5233333333333333,29,128,127,16
11,depth.mode,raw,0.9777777777777777,0.9777777777777777,0.9777777777777777,0.9933333333333333,44,254,1,1
11,depth.RT,raw,0.5964912280701754,0.7555555555555555,0.6666666666666666,0.8866666666666667,34,232,23,11
11,depth.RP,raw,0.30526315789473685,0.6444444444444445,0.4142857142857143,0.7266666666666667,29,189,66,16
11,depth.RPD,raw,0.7454545454545455,0.9111111111111111,0.8200000000000001,0.94,41,241,14,4
11,WICMAD,raw,1.0,0.9555555555555556,0.9772727272727273,0.9933333333333333,43,255,0,2
11,WICMAD,deriv,0.9777777777777777,0.9777777777777777,0.9777777777777777,0.9933333333333333,44,254,1,1
12,depth.FM,raw,0.19680851063829788,0.8222222222222222,0.31759656652360513,0.47,37,104,151,8
12,depth.mode,raw,0.9545454545454546,0.9333333333333333,0.9438202247191012,0.9833333333333333,42,253,2,3
12,depth.RT,raw,0.5333333333333333,0.8888888888888888,0.6666666666666667,0.8666666666666667,40,220,35,5
12,depth.RP,raw,0.3305785123966942,0.8888888888888888,0.4819277108433735,0.7133333333333334,40,174,81,5
12,depth.RPD,raw,0.875,0.7777777777777778,0.823529411764706,0.95,35,250,5,10
12,WICMAD,raw,1.0,1.0,1.0,1.0,45,255,0,0
12,WICMAD,deriv,0.0,0.0,0.0,0.85,0,255,0,45
13,depth.FM,raw,0.28735632183908044,0.5555555555555556,0.3787878787878788,0.7266666666666667,25,193,62,20
13,depth.mode,raw,0.9772727272727273,0.9555555555555556,0.9662921348314608,0.99,43,254,1,2
13,depth.RT,raw,0.7017543859649122,0.8888888888888888,0.7843137254901961,0.9266666666666666,40,238,17,5
13,depth.RP,raw,0.4647887323943662,0.7333333333333333,0.5689655172413793,0.8333333333333334,33,217,38,12
13,depth.RPD,raw,0.9428571428571428,0.7333333333333333,0.8250000000000001,0.9533333333333334,33,253,2,12
13,WICMAD,raw,0.0,0.0,0.0,0.85,0,255,0,45
13,WICMAD,deriv,1.0,0.044444444444444446,0.0851063829787234,0.8566666666666667,2,255,0,43
14,depth.FM,raw,0.22608695652173913,0.5777777777777777,0.325,0.64,26,166,89,19
14,depth.mode,raw,0.9555555555555556,0.9555555555555556,0.9555555555555556,0.9866666666666667,43,253,2,2
14,depth.RT,raw,0.56,0.9333333333333333,0.7000000000000001,0.88,42,222,33,3
14,depth.RP,raw,0.3611111111111111,0.5777777777777777,0.4444444444444444,0.7833333333333333,26,209,46,19
14,depth.RPD,raw,0.8125,0.8666666666666667,0.8387096774193549,0.95,39,246,9,6
14,WICMAD,raw,1.0,0.06666666666666667,0.125,0.86,3,255,0,42
14,WICMAD,deriv,0.5056179775280899,1.0,0.6716417910447761,0.8533333333333334,45,211,44,0
15,depth.FM,raw,0.25510204081632654,0.5555555555555556,0.34965034965034963,0.69,25,182,73,20
15,depth.mode,raw,1.0,0.9333333333333333,0.9655172413793104,0.99,42,255,0,3
15,depth.RT,raw,0.5571428571428572,0.8666666666666667,0.6782608695652174,0.8766666666666667,39,224,31,6
15,depth.RP,raw,0.29347826086956524,0.6,0.39416058394160586,0.7233333333333334,27,190,65,18
15,depth.RPD,raw,0.9117647058823529,0.6888888888888889,0.7848101265822784,0.9433333333333334,31,252,3,14
15,WICMAD,raw,1.0,0.9555555555555556,0.9772727272727273,0.9933333333333333,43,255,0,2
15,WICMAD,deriv,0.0,0.0,0.0,0.85,0,255,0,45
16,depth.FM,raw,0.24,0.6666666666666666,0.3529411764705882,0.6333333333333333,30,160,95,15
16,depth.mode,raw,0.9130434782608695,0.9333333333333333,0.9230769230769231,0.9766666666666667,42,251,4,3
16,depth.RT,raw,0.6,0.9333333333333333,0.7304347826086957,0.8966666666666666,42,227,28,3
16,depth.RP,raw,0.35353535353535354,0.7777777777777778,0.48611111111111116,0.7533333333333333,35,191,64,10
16,depth.RPD,raw,0.926829268292683,0.8444444444444444,0.8837209302325582,0.9666666666666667,38,252,3,7
16,WICMAD,raw,1.0,0.1111111111111111,0.19999999999999998,0.8666666666666667,5,255,0,40
16,WICMAD,deriv,0.9545454545454546,0.9333333333333333,0.9438202247191012,0.9833333333333333,42,253,2,3
17,depth.FM,raw,0.21212121212121213,0.9333333333333333,0.345679012345679,0.47,42,99,156,3
17,depth.mode,raw,0.975609756097561,0.8888888888888888,0.9302325581395349,0.98,40,254,1,5
17,depth.RT,raw,0.6274509803921569,0.7111111111111111,0.6666666666666666,0.8933333333333333,32,236,19,13
17,depth.RP,raw,0.4,0.7111111111111111,0.512,0.7966666666666666,32,207,48,13
17,depth.RPD,raw,0.7321428571428571,0.9111111111111111,0.8118811881188118,0.9366666666666666,41,240,15,4
17,WICMAD,raw,1.0,0.9333333333333333,0.9655172413793104,0.99,42,255,0,3
17,WICMAD,deriv,0.0,0.0,0.0,0.85,0,255,0,45
18,depth.FM,raw,0.23076923076923078,0.8,0.3582089552238806,0.57,36,135,120,9
18,depth.mode,raw,0.9772727272727273,0.9555555555555556,0.9662921348314608,0.99,43,254,1,2
18,depth.RT,raw,0.8055555555555556,0.6444444444444445,0.7160493827160493,0.9233333333333333,29,248,7,16
18,depth.RP,raw,0.3548387096774194,0.7333333333333333,0.47826086956521735,0.76,33,195,60,12
18,depth.RPD,raw,0.8478260869565217,0.8666666666666667,0.8571428571428571,0.9566666666666667,39,248,7,6
18,WICMAD,raw,1.0,0.9777777777777777,0.9887640449438202,0.9966666666666667,44,255,0,1
18,WICMAD,deriv,0.5113636363636364,1.0,0.6766917293233083,0.8566666666666667,45,212,43,0
19,depth.FM,raw,0.22857142857142856,0.7111111111111111,0.34594594594594597,0.5966666666666667,32,147,108,13
19,depth.mode,raw,0.9782608695652174,1.0,0.989010989010989,0.9966666666666667,45,254,1,0
19,depth.RT,raw,0.7631578947368421,0.6444444444444445,0.6987951807228916,0.9166666666666666,29,246,9,16
19,depth.RP,raw,0.2773722627737226,0.8444444444444444,0.4175824175824176,0.6466666666666666,38,156,99,7
19,depth.RPD,raw,0.9024390243902439,0.8222222222222222,0.8604651162790697,0.96,37,251,4,8
19,WICMAD,raw,1.0,1.0,1.0,1.0,45,255,0,0
19,WICMAD,deriv,1.0,1.0,1.0,1.0,45,255,0,0
20,depth.FM,raw,0.2288135593220339,0.6,0.33128834355828224,0.6366666666666667,27,164,91,18
20,depth.mode,raw,0.9130434782608695,0.9333333333333333,0.9230769230769231,0.9766666666666667,42,251,4,3
20,depth.RT,raw,0.6727272727272727,0.8222222222222222,0.7400000000000001,0.9133333333333333,37,237,18,8
20,depth.RP,raw,0.3670886075949367,0.6444444444444445,0.46774193548387094,0.78,29,205,50,16
20,depth.RPD,raw,0.8409090909090909,0.8222222222222222,0.8314606741573033,0.95,37,248,7,8
20,WICMAD,raw,1.0,0.9777777777777777,0.9887640449438202,0.9966666666666667,44,255,0,1
20,WICMAD,deriv,1.0,0.06666666666666667,0.125,0.86,3,255,0,42
21,depth.FM,raw,0.20320855614973263,0.8444444444444444,0.3275862068965517,0.48,38,106,149,7
21,depth.mode,raw,0.8775510204081632,0.9555555555555556,0.9148936170212767,0.9733333333333334,43,249,6,2
21,depth.RT,raw,0.5753424657534246,0.9333333333333333,0.7118644067796611,0.8866666666666667,42,224,31,3
21,depth.RP,raw,0.33766233766233766,0.5777777777777777,0.4262295081967213,0.7666666666666667,26,204,51,19
21,depth.RPD,raw,0.8421052631578947,0.7111111111111111,0.7710843373493975,0.9366666666666666,32,249,6,13
21,WICMAD,raw,0.0,0.0,0.0,0.85,0,255,0,45
21,WICMAD,deriv,0.0,0.0,0.0,0.8466666666666667,0,254,1,45
22,depth.FM,raw,0.1659919028340081,0.9111111111111111,0.2808219178082192,0.3,41,49,206,4
22,depth.mode,raw,0.9183673469387755,1.0,0.9574468085106383,0.9866666666666667,45,251,4,0
22,depth.RT,raw,0.6346153846153846,0.7333333333333333,0.6804123711340205,0.8966666666666666,33,236,19,12
22,depth.RP,raw,0.36764705882352944,0.5555555555555556,0.4424778761061947,0.79,25,212,43,20
22,depth.RPD,raw,0.8611111111111112,0.6888888888888889,0.7654320987654321,0.9366666666666666,31,250,5,14
22,WICMAD,raw,0.0,0.0,0.0,0.85,0,255,0,45
22,WICMAD,deriv,0.9782608695652174,1.0,0.989010989010989,0.9966666666666667,45,254,1,0
23,depth.FM,raw,0.26119402985074625,0.7777777777777778,0.3910614525139664,0.6366666666666667,35,156,99,10
23,depth.mode,raw,0.9772727272727273,0.9555555555555556,0.9662921348314608,0.99,43,254,1,2
23,depth.RT,raw,0.6785714285714286,0.8444444444444444,0.7524752475247526,0.9166666666666666,38,237,18,7
23,depth.RP,raw,0.3,0.9333333333333333,0.45405405405405397,0.6633333333333333,42,157,98,3
23,depth.RPD,raw,0.8695652173913043,0.8888888888888888,0.8791208791208792,0.9633333333333334,40,249,6,5
23,WICMAD,raw,1.0,1.0,1.0,1.0,45,255,0,0
23,WICMAD,deriv,0.5,0.044444444444444446,0.0816326530612245,0.85,2,253,2,43
24,depth.FM,raw,0.27058823529411763,0.5111111111111111,0.35384615384615387,0.72,23,193,62,22
24,depth.mode,raw,0.9574468085106383,1.0,0.9782608695652174,0.9933333333333333,45,253,2,0
24,depth.RT,raw,0.6140350877192983,0.7777777777777778,0.6862745098039216,0.8933333333333333,35,233,22,10
24,depth.RP,raw,0.2740740740740741,0.8222222222222222,0.4111111111111111,0.6466666666666666,37,157,98,8
24,depth.RPD,raw,0.8541666666666666,0.9111111111111111,0.8817204301075269,0.9633333333333334,41,248,7,4
24,WICMAD,raw,1.0,1.0,1.0,1.0,45,255,0,0
24,WICMAD,deriv,0.0,0.0,0.0,0.85,0,255,0,45
25,depth.FM,raw,0.25742574257425743,0.5777777777777777,0.35616438356164387,0.6866666666666666,26,180,75,19
25,depth.mode,raw,0.9183673469387755,1.0,0.9574468085106383,0.9866666666666667,45,251,4,0
25,depth.RT,raw,0.7551020408163265,0.8222222222222222,0.7872340425531914,0.9333333333333333,37,243,12,8
25,depth.RP,raw,0.5510204081632653,0.6,0.5744680851063829,0.8666666666666667,27,233,22,18
25,depth.RPD,raw,0.7647058823529411,0.8666666666666667,0.8125,0.94,39,243,12,6
25,WICMAD,raw,0.0,0.0,0.0,0.85,0,255,0,45
25,WICMAD,deriv,0.5,0.022222222222222223,0.0425531914893617,0.85,1,254,1,44
26,depth.FM,raw,0.1836734693877551,1.0,0.3103448275862069,0.3333333333333333,45,55,200,0
26,depth.mode,raw,0.8823529411764706,1.0,0.9375,0.98,45,249,6,0
26,depth.RT,raw,0.6851851851851852,0.8222222222222222,0.7474747474747475,0.9166666666666666,37,238,17,8
26,depth.RP,raw,0.2631578947368421,0.7777777777777778,0.3932584269662921,0.64,35,157,98,10
26,depth.RPD,raw,0.7692307692307693,0.8888888888888888,0.8247422680412372,0.9433333333333334,40,243,12,5
26,WICMAD,raw,0.5294117647058824,1.0,0.6923076923076924,0.8666666666666667,45,215,40,0
26,WICMAD,deriv,0.9772727272727273,0.9555555555555556,0.9662921348314608,0.99,43,254,1,2
27,depth.FM,raw,0.24444444444444444,0.4888888888888889,0.32592592592592595,0.6966666666666667,22,187,68,23
27,depth.mode,raw,0.8958333333333334,0.9555555555555556,0.924731182795699,0.9766666666666667,43,250,5,2
27,depth.RT,raw,0.7083333333333334,0.7555555555555555,0.7311827956989247,0.9166666666666666,34,241,14,11
27,depth.RP,raw,0.3188405797101449,0.9777777777777777,0.4808743169398907,0.6833333333333333,44,161,94,1
27,depth.RPD,raw,0.8809523809523809,0.8222222222222222,0.8505747126436781,0.9566666666666667,37,250,5,8
27,WICMAD,raw,1.0,0.9777777777777777,0.9887640449438202,0.9966666666666667,44,255,0,1
27,WICMAD,deriv,1.0,0.9555555555555556,0.9772727272727273,0.9933333333333333,43,255,0,2
28,depth.FM,raw,0.2054794520547945,0.6666666666666666,0.31413612565445026,0.5633333333333334,30,139,116,15
28,depth.mode,raw,0.9069767441860465,0.8666666666666667,0.8863636363636364,0.9666666666666667,39,251,4,6
28,depth.RT,raw,0.6666666666666666,0.7555555555555555,0.7083333333333334,0.9066666666666666,34,238,17,11
28,depth.RP,raw,0.336734693877551,0.7333333333333333,0.4615384615384615,0.7433333333333333,33,190,65,12
28,depth.RPD,raw,0.85,0.7555555555555555,0.7999999999999998,0.9433333333333334,34,249,6,11
28,WICMAD,raw,0.0,0.0,0.0,0.85,0,255,0,45
28,WICMAD,deriv,0.9565217391304348,0.9777777777777777,0.967032967032967,0.99,44,253,2,1
29,depth.FM,raw,0.22085889570552147,0.8,0.34615384615384615,0.5466666666666666,36,128,127,9
29,depth.mode,raw,0.9782608695652174,1.0,0.989010989010989,0.9966666666666667,45,254,1,0
29,depth.RT,raw,0.625,0.8888888888888888,0.7339449541284404,0.9033333333333333,40,231,24,5
29,depth.RP,raw,0.33043478260869563,0.8444444444444444,0.475,0.72,38,178,77,7
29,depth.RPD,raw,0.8333333333333334,0.7777777777777778,0.8045977011494253,0.9433333333333334,35,248,7,10
29,WICMAD,raw,1.0,1.0,1.0,1.0,45,255,0,0
29,WICMAD,deriv,0.9777777777777777,0.9777777777777777,0.9777777777777777,0.9933333333333333,44,254,1,1
30,depth.FM,raw,0.1732283464566929,0.9777777777777777,0.294314381270903,0.2966666666666667,44,45,210,1
30,depth.mode,raw,0.9166666666666666,0.9777777777777777,0.946236559139785,0.9833333333333333,44,251,4,1
30,depth.RT,raw,0.6976744186046512,0.6666666666666666,0.6818181818181818,0.9066666666666666,30,242,13,15
30,depth.RP,raw,0.26605504587155965,0.6444444444444445,0.37662337662337664,0.68,29,175,80,16
30,depth.RPD,raw,0.875,0.9333333333333333,0.9032258064516129,0.97,42,249,6,3
30,WICMAD,raw,0.0,0.0,0.0,0.85,0,255,0,45
30,WICMAD,deriv,0.9574468085106383,1.0,0.9782608695652174,0.9933333333333333,45,253,2,0
31,depth.FM,raw,0.17370892018779344,0.8222222222222222,0.28682170542635654,0.38666666666666666,37,79,176,8
31,depth.mode,raw,0.9574468085106383,1.0,0.9782608695652174,0.9933333333333333,45,253,2,0
31,depth.RT,raw,0.5671641791044776,0.8444444444444444,0.6785714285714286,0.88,38,226,29,7
31,depth.RP,raw,0.35135135135135137,0.5777777777777777,0.43697478991596644,0.7766666666666666,26,207,48,19
31,depth.RPD,raw,0.7777777777777778,0.9333333333333333,0.8484848484848485,0.95,42,243,12,3
31,WICMAD,raw,0.0,0.0,0.0,0.85,0,255,0,45
31,WICMAD,deriv,1.0,0.022222222222222223,0.04347826086956522,0.8533333333333334,1,255,0,44
32,depth.FM,raw,0.20437956204379562,0.6222222222222222,0.30769230769230765,0.58,28,146,109,17
32,depth.mode,raw,0.8541666666666666,0.9111111111111111,0.8817204301075269,0.9633333333333334,41,248,7,4
32,depth.RT,raw,0.6730769230769231,0.7777777777777778,0.7216494845360825,0.91,35,238,17,10
32,depth.RP,raw,0.2894736842105263,0.7333333333333333,0.4150943396226416,0.69,33,174,81,12
32,depth.RPD,raw,0.8918918918918919,0.7333333333333333,0.8048780487804879,0.9466666666666667,33,251,4,12
32,WICMAD,raw,0.9777777777777777,0.9777777777777777,0.9777777777777777,0.9933333333333333,44,254,1,1
32,WICMAD,deriv,0.7758620689655172,1.0,0.8737864077669902,0.9566666666666667,45,242,13,0
33,depth.FM,raw,0.27586206896551724,0.35555555555555557,0.31067961165048547,0.7633333333333333,16,213,42,29
33,depth.mode,raw,0.9782608695652174,1.0,0.989010989010989,0.9966666666666667,45,254,1,0
33,depth.RT,raw,0.5428571428571428,0.8444444444444444,0.6608695652173913,0.87,38,223,32,7
33,depth.RP,raw,0.3302752293577982,0.8,0.4675324675324675,0.7266666666666667,36,182,73,9
33,depth.RPD,raw,0.8571428571428571,0.9333333333333333,0.8936170212765957,0.9666666666666667,42,248,7,3
33,WICMAD,raw,1.0,1.0,1.0,1.0,45,255,0,0
33,WICMAD,deriv,1.0,1.0,1.0,1.0,45,255,0,0
34,depth.FM,raw,0.22916666666666666,0.7333333333333333,0.3492063492063492,0.59,33,144,111,12
34,depth.mode,raw,0.9375,1.0,0.967741935483871,0.99,45,252,3,0
34,depth.RT,raw,0.8048780487804879,0.7333333333333333,0.7674418604651163,0.9333333333333333,33,247,8,12
34,depth.RP,raw,0.2986111111111111,0.9555555555555556,0.4550264550264551,0.6566666666666666,43,154,101,2
34,depth.RPD,raw,0.76,0.8444444444444444,0.8,0.9366666666666666,38,243,12,7
34,WICMAD,raw,1.0,0.9777777777777777,0.9887640449438202,0.9966666666666667,44,255,0,1
34,WICMAD,deriv,1.0,1.0,1.0,1.0,45,255,0,0
35,depth.FM,raw,0.21518987341772153,0.7555555555555555,0.3349753694581281,0.55,34,131,124,11
35,depth.mode,raw,0.9361702127659575,0.9777777777777777,0.9565217391304347,0.9866666666666667,44,252,3,1
35,depth.RT,raw,0.5573770491803278,0.7555555555555555,0.6415094339622641,0.8733333333333333,34,228,27,11
35,depth.RP,raw,0.3698630136986301,0.6,0.45762711864406774,0.7866666666666666,27,209,46,18
35,depth.RPD,raw,0.8333333333333334,0.8888888888888888,0.8602150537634408,0.9566666666666667,40,247,8,5
35,WICMAD,raw,1.0,1.0,1.0,1.0,45,255,0,0
35,WICMAD,deriv,0.9782608695652174,1.0,0.989010989010989,0.9966666666666667,45,254,1,0
36,depth.FM,raw,0.25196850393700787,0.7111111111111111,0.372093023255814,0.64,32,160,95,13
36,depth.mode,raw,0.9767441860465116,0.9333333333333333,0.9545454545454545,0.9866666666666667,42,254,1,3
36,depth.RT,raw,0.6481481481481481,0.7777777777777778,0.707070707070707,0.9033333333333333,35,236,19,10
36,depth.RP,raw,0.33663366336633666,0.7555555555555555,0.4657534246575343,0.74,34,188,67,11
36,depth.RPD,raw,0.7884615384615384,0.9111111111111111,0.845360824742268,0.95,41,244,11,4
36,WICMAD,raw,1.0,0.9555555555555556,0.9772727272727273,0.9933333333333333,43,255,0,2
36,WICMAD,deriv,0.0,0.0,0.0,0.85,0,255,0,45
37,depth.FM,raw,0.2236842105263158,0.7555555555555555,0.3451776649746193,0.57,34,137,118,11
37,depth.mode,raw,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.98,42,252,3,3
37,depth.RT,raw,0.6739130434782609,0.6888888888888889,0.6813186813186812,0.9033333333333333,31,240,15,14
37,depth.RP,raw,0.3185840707964602,0.8,0.4556962025316455,0.7133333333333334,36,178,77,9
37,depth.RPD,raw,0.7450980392156863,0.8444444444444444,0.7916666666666666,0.9333333333333333,38,242,13,7
37,WICMAD,raw,0.0,0.0,0.0,0.85,0,255,0,45
37,WICMAD,deriv,1.0,1.0,1.0,1.0,45,255,0,0
38,depth.FM,raw,0.20987654320987653,0.7555555555555555,0.32850241545893716,0.5366666666666666,34,127,128,11
38,depth.mode,raw,0.9148936170212766,0.9555555555555556,0.9347826086956522,0.98,43,251,4,2
38,depth.RT,raw,0.5555555555555556,0.7777777777777778,0.6481481481481481,0.8733333333333333,35,227,28,10
38,depth.RP,raw,0.4857142857142857,0.37777777777777777,0.425,0.8466666666666667,17,237,18,28
38,depth.RPD,raw,0.6923076923076923,0.8,0.7422680412371134,0.9166666666666666,36,239,16,9
38,WICMAD,raw,1.0,0.9777777777777777,0.9887640449438202,0.9966666666666667,44,255,0,1
38,WICMAD,deriv,0.0,0.0,0.0,0.85,0,255,0,45
39,depth.FM,raw,0.2755102040816326,0.6,0.3776223776223776,0.7033333333333334,27,184,71,18
39,depth.mode,raw,0.9565217391304348,0.9777777777777777,0.967032967032967,0.99,44,253,2,1
39,depth.RT,raw,0.6481481481481481,0.7777777777777778,0.707070707070707,0.9033333333333333,35,236,19,10
39,depth.RP,raw,0.3076923076923077,0.8888888888888888,0.4571428571428572,0.6833333333333333,40,165,90,5
39,depth.RPD,raw,0.813953488372093,0.7777777777777778,0.7954545454545455,0.94,35,247,8,10
39,WICMAD,raw,1.0,0.9777777777777777,0.9887640449438202,0.9966666666666667,44,255,0,1
39,WICMAD,deriv,1.0,0.022222222222222223,0.04347826086956522,0.8533333333333334,1,255,0,44
40,depth.FM,raw,0.22666666666666666,0.7555555555555555,0.3487179487179487,0.5766666666666667,34,139,116,11
40,depth.mode,raw,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.98,42,252,3,3
40,depth.RT,raw,0.6507936507936508,0.9111111111111111,0.7592592592592592,0.9133333333333333,41,233,22,4
40,depth.RP,raw,0.35,0.7777777777777778,0.48275862068965514,0.75,35,190,65,10
40,depth.RPD,raw,0.7818181818181819,0.9555555555555556,0.86,0.9533333333333334,43,243,12,2
40,WICMAD,raw,1.0,1.0,1.0,1.0,45,255,0,0
40,WICMAD,deriv,1.0,1.0,1.0,1.0,45,255,0,0
